"id","name","adminCode","latitude","longitude","population","country"
1278498,Aonla,36,28.27402,79.16521,50011,IN
6541194,Scafati,04,40.75281,14.53384,50013,IT
6540094,Rho,09,45.53087,9.04014,50052,IT
1642692,Jatiroto,07,-7.88333,111.11667,50059,ID
1850523,Tateyama,04,34.98333,139.86667,50064,JP
2907851,Heidenheim an der Brenz,01,48.67798,10.15162,50067,DE
2619771,Horsens,18,55.86066,9.85034,50074,DK
334227,Inda Silasē,53,14.10307,38.28289,50078,ET
2039623,Ŭiju,11,40.19944,124.53167,50081,KP
3053438,Dunaújváros,08,46.96479,18.93974,50084,HU
1536289,Snezhinsk,13,56.085,60.73139,50086,RU
1275848,Bhongīr,40,17.51544,78.88563,50094,IN
3446753,Taquaritinga,27,-21.40611,-48.50472,50098,BR
3074199,Jihlava,80,49.3961,15.59124,50100,CZ
3979846,Zacapú,16,19.81396,-101.79157,50112,MX
1728336,Balayan,40,13.93714,120.73224,50115,PH
5037790,Minnetonka Mills,MN,44.94107,-93.4419,50117,US
2487620,Metlili Chaamba,45,32.26667,3.63333,50117,DZ
513883,Otradnyy,65,53.37596,51.3452,50127,RU
5141498,City of Troy,NY,42.73546,-73.67513,50129,US
217570,Buta,13,2.78582,24.72997,50130,CD
7163252,City of Bellevue,NE,41.15377,-95.93465,50137,US
5025264,Edina,MN,44.88969,-93.34995,50138,US
5384690,Poway,CA,32.96282,-117.03586,50157,US
6541852,Rovigo,20,45.07999,11.79301,50164,IT
6089426,North Bay,08,46.3168,-79.46633,50170,CA
2645889,Keighley,ENG,53.86791,-1.90664,50171,GB
4692883,Galveston,TX,29.30135,-94.7977,50180,US
7603031,Triana,51,37.38271,-6.00257,50181,ES
3491941,Villa Francisca,34,18.48278,-69.88914,50185,DO
2655351,Bletchley,ENG,51.99334,-0.73471,50193,GB
5128728,City of Niagara Falls,NY,43.09209,-79.01473,50193,US
5323163,Aliso Viejo,CA,33.56504,-117.72712,50195,US
1879613,Anju,15,39.61778,125.66472,50196,KP
712160,Bilhorod-Dnistrovskyi,17,46.1952,30.34938,50201,UA
2479161,Sour el Ghozlane,21,36.14766,3.69123,50204,DZ
567434,Chusovoy,90,58.3013,57.8131,50205,RU
1257587,Sālūr,02,18.51716,83.20548,50206,IN
5127354,Montgomery County,NY,42.90228,-74.43968,50219,US
289199,Al Khābūrah,11,23.97144,57.09313,50223,OM
1854026,Ono,13,34.85,134.93333,50230,JP
1261910,Nanjangūd,19,12.11764,76.68397,50243,IN
2178173,Albury Municipality,02,-36.01494,146.95684,50243,AU
3077685,Chomutov,89,50.46048,13.41779,50251,CZ
1279394,Ābu Road,24,24.48012,72.78186,50262,IN
4951473,South Peabody,MA,42.50982,-70.94949,50293,US
2294962,Swedru,04,5.53711,-0.69984,50293,GH
5805687,Olympia,WA,47.03787,-122.9007,50302,US
298935,Torbalı,35,38.1519,27.36223,50303,TR
2287790,Issia,96,6.49224,-6.58558,50313,CI
6138374,Saint-Hyacinthe,10,45.63076,-72.95699,50326,CA
6177869,Welland,08,42.98342,-79.24958,50331,CA
2223734,Nkoteng,11,4.51667,12.03333,50334,CM
2830582,Speyer,08,49.32083,8.43111,50343,DE
248382,Ma'an,19,30.19624,35.73405,50350,JO
1514891,Konibodom,03,40.29414,70.43122,50359,TJ
1185252,Khagrachhari,84,23.10787,91.97007,50364,BD
5777544,Logan,UT,41.73549,-111.83439,50371,US
1271780,Gajraula,36,28.8457,78.2396,50380,IN
2650732,Dunfermline,SCT,56.07156,-3.45887,50380,GB
1170667,Mātli,05,25.0429,68.65591,50398,PK
2834265,Schwerte,07,51.44387,7.5675,50399,DE
3627968,San Mateo,04,10.21302,-67.42365,50401,VE
3689570,Arjona,35,10.25444,-75.34389,50405,CO
6541550,Montesilvano,01,42.50394,14.138,50413,IT
3675707,Madrid,33,4.73245,-74.26419,50437,CO
3176391,Gallarate,09,45.66019,8.79164,50439,IT
2881062,Langenhagen,06,52.44758,9.73741,50439,DE
1264414,Mahāsamund,37,21.10743,82.0948,50441,IN
701855,Marhanets’,04,47.63543,34.62769,50443,UA
1153269,Hua Hin,57,12.57065,99.95876,50456,TH
6537078,Gallarate,09,45.66397,8.79034,50456,IT
2294938,Tafo,02,6.73156,-1.6137,50457,GH
757033,Tarnobrzeg,80,50.57304,21.67937,50459,PL
749704,Çarşamba,55,41.19889,36.72194,50459,TR
6541913,Battipaglia,04,40.61091,14.98515,50464,IT
5788516,Burien,WA,47.47038,-122.34679,50467,US
5264870,North La Crosse,WI,43.84635,-91.24819,50470,US
5112398,Chenango County,NY,42.49351,-75.61158,50477,US
5129926,Town of Orangetown,NY,41.05264,-73.94743,50479,US
1316703,Kyaukse,08,21.6056,96.13508,50480,MM
1859695,Kawakita-machi,15,36.46667,136.55,50487,JP
3012937,Hyères,93,43.12038,6.12857,50487,FR
3005866,Laval,52,48.0732,-0.7634,50489,FR
3664539,Coari,04,-4.085,-63.14139,50490,BR
216404,Gbadolite,26,4.279,21.00284,50493,CD
7284838,Budapest XXII. kerület,05,47.42698,19.04016,50499,HU
791580,Deçan,10096859,42.54018,20.28793,50500,XK
743818,Kavaklı,34,41.09258,28.33172,50502,TR
3666570,Turbo,02,8.09263,-76.72822,50508,CO
1715542,Dapitan,09,8.6561,123.4227,50514,PH
1272225,Dumraon,34,25.55265,84.15149,50524,IN
41210,Khorramdarreh,36,36.20777,49.19527,50528,IR
1162105,Zhob,02,31.34082,69.4493,50537,PK
3448300,São Roque,27,-23.52917,-47.13528,50540,BR
1640902,Kawalu,30,-7.3817,108.2082,50541,ID
2652974,Clacton-on-Sea,ENG,51.78967,1.15597,50548,GB
1274571,Charkhi Dādri,10,28.59166,76.27161,50558,IN
2855328,Passau,02,48.5665,13.43122,50560,DE
547840,Kizlyar,17,43.84712,46.71445,50564,RU
548602,Kingisepp,42,59.37331,28.61343,50566,RU
1264570,Madhipura,34,25.92127,86.79271,50570,IN
3395395,Marechal Deodoro,02,-9.71028,-35.895,50571,BR
2634578,Wellingborough,ENG,52.30273,-0.69446,50577,GB
2896817,Ibbenbüren,07,52.27964,7.71457,50577,DE
6540112,Pordenone,06,45.96171,12.65532,50583,IT
1854530,Ōi,34,35.85091,139.51998,50593,JP
3139075,Skien,17,59.20962,9.60897,50595,NO
4796512,Saint Croix,010,17.72751,-64.74698,50601,VI
532657,Lytkarino,47,55.58271,37.90516,50619,RU
1166827,Rohri,05,27.69203,68.89503,50649,PK
1607737,Phetchabun,14,16.41904,101.16056,50656,TH
5160315,Lakewood,OH,41.48199,-81.79819,50656,US
741609,Merzifon,05,40.87333,35.46306,50658,TR
121795,Oshnavīyeh,01,37.0397,45.0983,50661,IR
2510073,Utrera,51,37.18516,-5.78093,50665,ES
1641333,Karanganom,07,-7.64889,110.625,50670,ID
1264551,Madhupur,38,24.27419,86.63929,50671,IN
699839,Nova Kakhovka,08,46.75451,33.34864,50672,UA
207596,Mweka,18,-4.85187,21.5595,50675,CD
2978640,Saint-Malo,53,48.65,-2.01667,50676,FR
1167380,Rajanpur,04,29.10408,70.32969,50682,PK
627145,Kobryn,01,52.2138,24.3564,50691,BY
2291580,Bingerville,93,5.35581,-3.88537,50694,CI
99062,Al Miqdādīyah,10,33.97861,44.93694,50698,IQ
561667,Gelendzhik,38,44.5622,38.0848,50715,RU
3513966,Zumpango,15,19.7967,-99.09946,50742,MX
1864155,Fuchūchō,11,34.5735,133.23513,50746,JP
1268189,Kānkānhalli,19,12.54654,77.42005,50752,IN
1271151,Goālpāra,03,26.17668,90.62634,50759,IN
2990919,Narbonne,76,43.18396,3.00141,50776,FR
3832260,Yerba Buena,24,-26.81667,-65.31667,50783,AR
766555,Legionowo,78,52.40149,20.92664,50786,PL
5288786,Catalina Foothills,AZ,32.29785,-110.9187,50796,US
1859488,Kikuchi Shi,21,32.99107,130.85523,50801,JP
2656168,Batley,ENG,53.70291,-1.6337,50807,GB
3436124,Barranqueras,03,-27.48132,-58.93925,50823,AR
3047679,Nagykanizsa,24,46.45347,16.99104,50823,HU
4155529,Flagami,FL,25.76232,-80.31616,50834,US
1732711,Pontian Kechil,01,1.4866,103.3896,50836,MY
2112232,Kitaibaraki,14,36.78671,140.74901,50843,JP
3700563,Tocumen,08,9.08939,-79.3831,50844,PA
565348,Donetsk,61,48.33962,39.95948,50850,RU
2522713,Vittoria,15,36.95151,14.52788,50852,IT
5287262,Buckeye,AZ,33.37032,-112.58378,50876,US
1581364,Hà Đông,44,20.97136,105.77876,50877,VN
6230919,Whangarei,F6,-35.73167,174.32391,50900,NZ
1261008,Ottappālam,13,10.7735,76.37758,50913,IN
2184397,Porirua,G2,-41.13333,174.85,50914,NZ
1263661,Mannārakkāt,13,10.99223,76.46418,50921,IN
11549783,la Vila de Gràcia,56,41.40315,2.15687,50928,ES
1514387,Beruniy,09,41.69111,60.7525,50929,UZ
753142,Żoliborz,78,52.26896,20.98644,50934,PL
1254069,Tūndla,36,27.2146,78.23683,50939,IN
160892,Bunda,08,-2.05,33.86667,50944,TZ
7163518,City of Elkhart,IN,41.691,-85.96525,50949,US
1851883,Shiraoka,34,36.01839,139.66034,50974,JP
790295,Gostivar,D4,41.79601,20.90819,50974,MK
5122339,Town of Irondequoit,NY,43.21039,-77.5707,50985,US
729794,Kardzhali,44,41.65,25.36667,51000,BG
3556268,Jesús Menéndez,13,21.16139,-76.47919,51002,CU
4175117,The Hammocks,FL,25.67149,-80.4445,51003,US
3450964,Rolândia,18,-23.30972,-51.36917,51004,BR
163808,Tadmur,11,34.5624,38.28402,51015,SY
3441702,Melo,03,-32.37028,-54.1675,51023,UY
128008,Khalkhāl,32,37.61837,48.52928,51024,IR
1264647,Mācherla,02,16.47635,79.43533,51039,IN
2637126,Staines,ENG,51.43092,-0.50606,51040,GB
1256269,Sillod,16,20.30303,75.65284,51042,IN
2128867,Noshiro,02,40.20838,140.0274,51079,JP
182701,Nyeri,44,-0.42013,36.94759,51084,KE
555111,Ivanteyevka,47,55.97111,37.92083,51085,RU
301010,Seydişehir,71,37.41926,31.84527,51089,TR
1645976,Comal,07,-6.9053,109.5347,51092,ID
2866110,Neubrück,07,51.13434,6.63857,51109,DE
6356031,Calvià,07,39.56335,2.50299,51114,ES
4151871,Coral Gables,FL,25.72149,-80.26838,51117,US
5141045,Tioga County,NY,42.1703,-76.30632,51125,US
709248,Fastiv,13,50.0767,29.9177,51143,UA
5102427,Parsippany,NJ,40.85788,-74.42599,51144,US
2596934,Séguéla,97,7.96111,-6.67306,51157,CI
3398450,Horizonte,06,-4.1,-38.48333,51171,BR
355648,Ibshawāy,04,29.35805,30.68142,51173,EG
2610613,Vejle,21,55.70927,9.5357,51177,DK
4698632,Hood County,TX,32.42993,-97.83227,51182,US
294117,Nahariyya,03,33.00892,35.09814,51200,IL
3387786,Serra Talhada,30,-7.99194,-38.29833,51203,BR
2509509,Vila-real,60,39.9383,-0.10087,51205,ES
2929671,Erftstadt,07,50.81481,6.79387,51207,DE
4769125,Leesburg,VA,39.11566,-77.5636,51209,US
2503852,Birine,22,35.635,3.225,51209,DZ
609123,Qulsary,06,46.95307,54.01978,51216,KZ
5102720,Plainfield,NJ,40.63371,-74.40737,51217,US
5016494,Apple Valley,MN,44.73191,-93.21772,51221,US
3064288,Teplice,89,50.6404,13.82451,51223,CZ
2483649,Remchi,15,35.06196,-1.43362,51224,DZ
6536945,Civitavecchia,07,42.09312,11.80706,51229,IT
1258637,Rāmnagar,39,29.3925,79.1283,51244,IN
4833403,East Hartford,CT,41.78232,-72.61203,51252,US
5756758,Tigard,OR,45.43123,-122.77149,51253,US
3027487,Châlons-en-Champagne,44,48.95393,4.36724,51257,FR
7160204,City of Milford (balance),CT,41.22374,-73.06164,51271,US
2271071,Barreiro,19,38.66314,-9.0724,51280,PT
3438819,Coronel Oviedo,04,-25.44444,-56.44028,51286,PY
2807748,Winterhude,04,53.6,10.0,51297,DE
3164603,Venice,20,45.43713,12.33265,51298,IT
7284890,Marseille 10,93,43.27889,5.41523,51299,FR
2877088,Lingen,06,52.52143,7.31845,51310,DE
2014927,Tulun,20,54.56358,100.58143,51330,RU
2652975,Clackmannanshire,SCT,56.16667,-3.75,51350,GB
3927758,Tarma,12,-11.41899,-75.68992,51350,PE
3994616,Nuevo Casas Grandes,06,30.41552,-107.91166,51356,MX
4998018,Kentwood,MI,42.86947,-85.64475,51357,US
6357085,Vila-real,60,39.93009,-0.1276,51357,ES
1185148,Patiya,84,22.29543,91.979,51360,BD
1859317,Kitakata-shi,08,37.68333,139.9,51368,JP
4843811,Stratford,CT,41.18454,-73.13317,51384,US
2863941,Neu-Ulm,02,48.39279,10.01112,51389,DE
1699323,Monkayo,11,7.81528,126.05444,51393,PH
3024783,Clamart,11,48.80299,2.26692,51400,FR
4694568,Grapevine,TX,32.93429,-97.07807,51404,US
2470088,Jendouba,06,36.50114,8.78024,51408,TN
1274664,Changanācheri,13,9.44203,76.53604,51430,IN
621754,Slonim,03,53.0869,25.3163,51434,BY
3405738,Bezerros,30,-8.23333,-35.79694,51436,BR
1274119,Chiplūn,16,17.53339,73.50935,51437,IN
5069297,Grand Island,NE,40.92501,-98.34201,51440,US
4175179,The Villages,FL,28.93408,-81.95994,51442,US
5127670,Mott Haven,NY,40.80899,-73.92291,51450,US
4912013,South Shore,IL,41.76198,-87.57783,51451,US
3461519,Içara,26,-28.71333,-49.3,51454,BR
6540849,Acireale,15,37.61253,15.16628,51456,IT
5288636,Casa Grande,AZ,32.8795,-111.75735,51460,US
2646557,Horsham,ENG,51.06314,-0.32757,51472,GB
3792383,Agustín Codazzi,10,10.03672,-73.23558,51478,CO
1907309,Miura,19,35.14,139.61917,51483,JP
6542118,Chieti,01,42.3503,14.16773,51484,IT
12057872,Poprad,05,49.06352,20.29712,51486,SK
3129636,Arganda,29,40.30076,-3.43722,51489,ES
347612,Talā,09,30.68025,30.94292,51498,EG
1078446,Amparafaravola,7670851,-17.5876,48.22391,51519,MG
2930596,Emden,06,53.36745,7.20778,51526,DE
3625929,Tucupita,09,9.05806,-62.05,51534,VE
113508,Takāb,01,36.4009,47.1133,51541,IR
1310362,Maubin,03,16.73148,95.65441,51542,MM
6822217,Minokamo,09,35.48199,137.02166,51543,JP
1295301,Tachilek,11,20.4475,99.88083,51553,MM
2639545,Redhill,ENG,51.24048,-0.17044,51559,GB
687196,Zhovti Vody,04,48.34493,33.50374,51559,UA
3628952,Rubio,20,7.70131,-72.35569,51568,VE
359710,At Tall al Kabīr,14,30.54323,31.78504,51569,EG
1848096,Yūki,14,36.3,139.88333,51574,JP
1267187,Khagaul,34,25.57898,85.04564,51577,IN
1608900,Maha Sarakham,24,16.18483,103.30067,51584,TH
4985153,Battle Creek,MI,42.3173,-85.17816,51589,US
863883,Ohrid,E2,41.13083,20.87028,51591,MK
5117867,Franklin County,NY,44.59293,-74.30376,51599,US
1851273,Tagawa,07,33.63333,130.8,51608,JP
2651715,Cumbernauld,SCT,55.94685,-3.99051,51610,GB
120931,Sarpol-e Z̄ahāb,13,34.46109,45.86264,51611,IR
4168630,Pinellas Park,FL,27.8428,-82.69954,51617,US
6690794,Sagrada Família,56,41.40408,2.17332,51623,ES
1271083,Gohadi,35,26.43278,78.44205,51635,IN
3703227,Pedregal,08,9.06667,-79.43333,51641,PA
3703223,Corregimiento Pedregal,08,9.09059,-79.44077,51641,PA
1269819,Idappadi,25,11.58624,77.83891,51642,IN
2642214,Morecambe,ENG,54.06835,-2.86108,51644,GB
1863713,Futtsu,04,35.3108,139.81877,51650,JP
3453546,Pirapora,15,-17.345,-44.94194,51656,BR
3181995,Bitonto,13,41.11006,16.69086,51661,IT
5037784,Minnetonka,MN,44.9133,-93.50329,51669,US
5587698,Caldwell,ID,43.66294,-116.68736,51686,US
2925535,Frankfurt (Oder),11,52.34714,14.55062,51691,DE
5122331,Irondequoit,NY,43.2134,-77.57972,51692,US
4148533,Bonita Springs,FL,26.33981,-81.7787,51704,US
2477255,Telerghma,48,36.11653,6.35434,51708,DZ
3654870,Latacunga,07,-0.93521,-78.61554,51717,EC
52867,Qoryooley,14,1.78784,44.52999,51720,SO
473778,Vidnoye,47,55.55239,37.70967,51721,RU
2111884,Miyako,16,39.64691,141.94057,51721,JP
2338401,Ijebu-Jesa,42,7.68267,4.81436,51730,NG
6559559,Horishni Plavni,18,49.01018,33.63567,51740,UA
10287303,De Fryske Marren,02,52.96906,5.77246,51742,NL
1261727,Nasīrābād,24,26.30473,74.73364,51747,IN
1268383,Kāliyāganj,28,25.63442,88.32665,51748,IN
1276084,Bhātāpāra,37,21.735,81.94711,51751,IN
3870306,Talagante,12,-33.66386,-70.92734,51764,CL
2520493,Calvià,07,39.5657,2.50621,51774,ES
4535961,Enid,OK,36.39559,-97.87839,51776,US
741045,Orhangazi,16,40.48917,29.30889,51792,TR
1253807,Umred,16,20.85396,79.32466,51794,IN
3073803,Karlovy Vary,81,50.23271,12.87117,51807,CZ
1648568,Blora,07,-6.9698,111.4186,51811,ID
4392768,Joplin,MO,37.08423,-94.51328,51818,US
1259841,Petlād,09,22.47681,72.79995,51819,IN
3909144,Provincia Pacajes,04,-17.47751,-68.92879,51824,BO
358095,Diyarb Najm,14,30.75438,31.44016,51841,EG
2512177,Puertollano,54,38.68712,-4.10734,51842,ES
2808559,Willich,07,51.26371,6.54734,51843,DE
3440034,Tacuarembó,18,-31.71694,-55.98111,51854,UY
2953436,Bad Homburg vor der Höhe,05,50.22683,8.61816,51859,DE
5380626,Palm Desert,CA,33.72255,-116.37697,51869,US
71334,Sa'dah,15,16.94021,43.76393,51870,YE
124193,Meybod,40,32.25014,54.01658,51874,IR
3563317,Corralillo,16,22.98212,-80.58556,51881,CU
5124276,Levittown,NY,40.72593,-73.51429,51881,US
1269027,Jhālāwār,24,24.59633,76.16499,51884,IN
6361050,Utrera,51,37.0861,-5.78614,51887,ES
3019256,Évry,11,48.6328,2.44049,51900,FR
1177446,Gwadar,02,25.12163,62.32541,51901,PK
3582883,Usulután,14,13.35,-88.45,51910,SV
4184530,Brookhaven,GA,33.85844,-84.3402,51910,US
790674,Gjilan,10097357,42.46045,21.46986,51912,XK
5133271,Queens Village,NY,40.72677,-73.74152,51919,US
1640296,Kepanjen,08,-8.1303,112.5727,51919,ID
711369,Bryanka,14,48.511,38.67222,51921,UA
1278432,Arcot,25,12.90569,79.31897,51943,IN
3451152,Rio do Sul,26,-27.21417,-49.64306,51944,BR
2650657,Dunstable,ENG,51.88571,-0.52288,51973,GB
3470324,Batatais,27,-20.89111,-47.585,51976,BR
5507669,Lyon County,NV,39.0204,-119.1892,51980,US
199989,Busia,13,0.46005,34.11169,51981,KE
3470003,Biguaçu,26,-27.49417,-48.65556,51992,BR
6357165,Puertollano,54,38.63995,-4.09159,51997,ES
583589,Levoberezhnyy,47,55.85,37.48333,52000,RU
1336133,Sātkania,84,22.07639,92.04955,52005,BD
258620,Lamía,ESYE24,38.9,22.43333,52006,GR
5352439,Glendora,CA,34.13612,-117.86534,52009,US
1865412,Kariya,13,34.75136,134.38734,52015,JP
3716667,Thomazeau,11,18.65297,-72.09391,52017,HT
884141,Norton,05,-17.88333,30.7,52054,ZW
3359638,Walvis Bay,29,-22.9575,14.50528,52058,NA
3077244,Děčín,89,50.78215,14.21478,52058,CZ
3120514,Huesca,52,42.13615,-0.4087,52059,ES
1821935,Ta Khmau,07,11.48333,104.95,52066,KH
285728,Ar Riqqah,04,29.14583,48.09472,52068,KW
2790595,Mouscron,WAL,50.74497,3.20639,52069,BE
548652,Kimry,77,56.86667,37.35,52070,RU
2282827,Oumé,95,6.38309,-5.41759,52070,CI
3017910,Fontenay-sous-Bois,11,48.85442,2.48268,52075,FR
4883012,Albany Park,IL,41.96836,-87.72339,52079,US
1260222,Pārvatipuram,02,18.78392,83.42569,52085,IN
2973385,Tarbes,76,43.23333,0.08333,52106,FR
1127110,Sar-e Pul,33,36.21544,65.93249,52121,AF
2639506,Reigate,ENG,51.23736,-0.20582,52123,GB
1496476,Nyagan,32,62.14056,65.39361,52137,RU
4896075,Hoffman Estates,IL,42.04281,-88.0798,52138,US
3209584,Crosby,ENG,53.47778,-3.03333,52140,GB
1185120,Sandwīp,84,22.51409,91.45491,52152,BD
8986306,Okres Šaľa,04,48.1477,17.87306,52158,SK
3140084,Sarpsborg,13,59.28391,11.10962,52159,NO
2511440,San Bartolomé de Tirajana,53,27.92481,-15.57329,52161,ES
733618,Asenovgrad,51,42.01667,24.86667,52170,BG
5710756,Albany,OR,44.63651,-123.10593,52175,US
299545,Tavşanlı,43,39.54237,29.49866,52182,TR
747489,Erbaa,60,40.66889,36.5675,52185,TR
1117652,Ban Talat Yai,62,7.88481,98.40008,52192,TH
5143056,Wakefield,NY,40.89788,-73.85236,52201,US
1485439,Zarinsk,04,53.7074,84.9493,52209,RU
6354957,Hervey Bay,04,-25.28762,152.76936,52230,AU
6356153,Mollet del Vallès,56,41.55222,2.20901,52242,ES
1702442,Maluñgun,12,6.27917,125.28167,52248,PH
5809402,Sammamish,WA,47.64177,-122.0804,52253,US
562319,Fryazino,47,55.96056,38.04556,52255,RU
4386802,Florissant,MO,38.78922,-90.32261,52268,US
2508228,Aïn Defla,35,36.26405,1.9679,52276,DZ
2047837,Songling,10,40.29303,118.26908,52277,CN
4275000,City of Manhattan,KS,39.18777,-96.60462,52281,US
114593,Shūsh,15,32.1942,48.2436,52284,IR
2490183,Mansoûra,15,34.86158,-1.33935,52285,DZ
4904381,Oak Park,IL,41.88503,-87.7845,52287,US
1273574,Dandeli,19,15.26667,74.61667,52295,IN
6358352,Huesca,52,42.14838,-0.41253,52296,ES
1527592,Naryn,04,41.42866,75.99111,52300,KG
2112571,Ishioka,14,36.18333,140.26667,52304,JP
5258957,La Crosse,WI,43.80136,-91.23958,52306,US
1257951,Ropar,23,30.96896,76.52695,52313,IN
1854378,Okaya Shi,26,36.07917,138.04805,52315,JP
1907125,Kamifukuoka,34,35.87266,139.51369,52323,JP
2950344,Bergkamen,07,51.61633,7.64451,52329,DE
5957776,Fredericton,04,45.94541,-66.66558,52337,CA
4919987,Elkhart,IN,41.68199,-85.97667,52348,US
3402613,Cascavel,06,-4.13306,-38.24194,52357,BR
2649911,Esher,ENG,51.36969,-0.36693,52392,GB
3470709,Barra do Garças,14,-15.89,-52.25667,52398,BR
3472248,Andradina,27,-20.89611,-51.37944,52406,BR
115781,Shahr-e Bābak,29,30.1165,55.1186,52409,IR
3038261,Albi,76,43.9298,2.148,52409,FR
3190966,Sesvete,21,45.83111,16.11639,52411,HR
3026613,Charleville-Mézières,44,49.7685,4.72487,52415,FR
1317397,Kyaiklat,03,16.44502,95.72373,52425,MM
5811456,South Hill,WA,47.14121,-122.27012,52431,US
2993002,Montauban,76,44.01819,1.36432,52434,FR
3133895,Tromsø,18,69.6489,18.95508,52436,NO
3663529,Manacapuru,04,-3.29972,-60.62056,52459,BR
4458228,Burlington,NC,36.09569,-79.4378,52472,US
1822768,Pursat,12,12.53878,103.9192,52476,KH
3116553,Mollet del Vallès,56,41.54026,2.21306,52484,ES
4685524,DeSoto,TX,32.58986,-96.85695,52486,US
4274356,Lenexa,KS,38.95362,-94.73357,52490,US
1266073,Kosi,36,27.79449,77.4368,52492,IN
3696150,Jaén,06,-5.70729,-78.80785,52493,PE
3703646,Corregimiento Pacora,08,9.06667,-79.3,52494,PA
5383527,Placentia,CA,33.87224,-117.87034,52495,US
1291193,Thongwa,17,16.75998,96.52498,52496,MM
2502958,Bouïra,21,36.37489,3.902,52500,DZ
2204506,Lautoka,05,-17.61686,177.45049,52500,FJ
4946863,Peabody,MA,42.52787,-70.92866,52504,US
1275435,Biswān,36,27.49581,80.99618,52516,IN
2269041,Corroios,19,38.64004,-9.1508,52520,PT
3405614,Boa Viagem,06,-5.02536,-39.84169,52521,BR
3629710,Puerto Ayacucho,01,5.66049,-67.58343,52526,VE
906054,Mongu,01,-15.24835,23.12741,52534,ZM
4763231,Harrisonburg,VA,38.44957,-78.86892,52538,US
3646169,Caucagüito,15,10.48666,-66.73799,52556,VE
3633341,Maiquetía,26,10.59621,-66.95485,52564,VE
1624058,Terbanggi Besar,15,-4.87898,105.21818,52566,ID
4407237,Saint Peters,MO,38.80033,-90.62651,52575,US
2271680,Amora,19,38.62961,-9.11557,52577,PT
4738915,Van Zandt County,TX,32.56372,-95.83651,52579,US
2654782,Brentwood,ENG,51.62127,0.30556,52586,GB
7279597,Barbil,21,21.65685,85.64349,52586,IN
4446675,Southaven,MS,34.98898,-90.01259,52589,US
69500,Zabīd,08,14.1951,43.31518,52590,YE
3815453,Villa Vicente Guerrero,29,19.12123,-98.16572,52591,MX
1272606,Dīglūr,16,18.54829,77.57695,52596,IN
702723,Lubny,18,50.01625,32.99694,52600,UA
1256343,Sihor,09,21.71134,71.96179,52603,IN
1626185,Sumbawa Besar,17,-8.49317,117.42024,52654,ID
140046,Borūjen,03,31.96523,51.2873,52654,IR
2809889,Wetzlar,05,50.56109,8.50495,52656,DE
1254054,Tuni,02,17.35905,82.54607,52658,IN
1521370,Ridder,15,50.34413,83.51287,52664,KZ
2939658,Cuxhaven,06,53.87176,8.69087,52677,DE
5395244,Sherman Oaks,CA,34.15112,-118.44925,52677,US
3838854,Río Grande,23,-53.78769,-67.70946,52681,AR
5102578,Perth Amboy,NJ,40.50677,-74.26542,52682,US
315468,Ergani,21,38.26899,39.75446,52684,TR
2157697,Mildura,07,-34.8645,141.85232,52685,AU
542327,Krasnokamsk,90,58.0796,55.7552,52689,RU
1278935,Amalāpuram,02,16.57868,82.00609,52690,IN
4472370,Huntersville,NC,35.41069,-80.84285,52704,US
468866,Yartsevo,69,55.06667,32.69639,52706,RU
1259508,Pithāpuram,02,17.1168,82.25284,52709,IN
8581467,Slobozia,22,44.5647,27.3633,52710,RO
1785805,Wulingyuan,11,29.34936,110.54407,52712,CN
290247,Madīnat Ḩamad,19,26.11528,50.50694,52718,BH
5408211,West Sacramento,CA,38.58046,-121.53023,52721,US
1264688,Lunglei,31,22.89247,92.74218,52728,IN
2917788,Greifswald,12,54.09311,13.38786,52731,DE
5342485,Delano,CA,35.76884,-119.24705,52733,US
1732738,Kota Tinggi,01,1.7381,103.8999,52743,MY
300640,Şırnak,80,37.51393,42.45432,52743,TR
134217,Bandar-e Genāveh,22,29.5791,50.517,52750,IR
4838652,Milford,CT,41.22232,-73.0565,52759,US
1858498,Kudamatsu,45,34.0,131.86667,52772,JP
1266217,Konch,36,25.99451,79.15127,52773,IN
2981280,Saint-Brieuc,53,48.51513,-2.76838,52774,FR
325336,Adilcevaz,13,38.79911,42.73159,52781,TR
964406,Port Shepstone,02,-30.74137,30.45499,52793,ZA
2861934,Nordhorn,06,52.43081,7.06833,52803,DE
1706361,Limay,03,14.56194,120.59833,52824,PH
2784821,Verviers,WAL,50.58907,5.86241,52824,BE
3182640,Aversa,04,40.97259,14.20745,52830,IT
6539985,Aversa,04,40.97321,14.20493,52830,IT
6541466,Siena,16,43.32004,11.33283,52839,IT
1274237,Chikhli,16,20.35046,76.25774,52841,IN
1275406,Bobbili,02,18.57366,83.35925,52843,IN
1220253,Istaravshan,03,39.9142,69.00328,52851,TJ
160833,Buseresere,28,-3.02361,31.87472,52870,TZ
2500282,Djamaa,50,33.53388,5.99306,52882,DZ
1694290,Patuto,40,14.11667,120.96667,52883,PH
4004887,Heroica Caborca,26,30.71825,-112.15822,52896,MX
1150275,Tha Maka,50,13.9,99.76667,52907,TH
6539764,Tivoli,07,41.96092,12.79888,52910,IT
3174092,Manfredonia,13,41.63065,15.91876,52911,IT
534701,Livny,56,52.42534,37.60689,52915,RU
2988621,Pantin,11,48.89437,2.40935,52922,FR
4167519,Palm Beach Gardens,FL,26.82339,-80.13865,52923,US
3617459,Nueva Guinea,18,11.68758,-84.45616,52929,NI
